Word,Male/MW,Female/MW,LogOdds
labels,13,20,-0.369
laurel,13,20,-0.369
pairs,13,20,-0.369
picture,363,481,-0.369
secretaries,13,20,-0.369
seminar,13,20,-0.369
spring,413,546,-0.369
tasks,13,20,-0.369
trendy,13,20,-0.369
abbreviated,2,4,-0.368
abington,2,4,-0.368
abusers,2,4,-0.368
achiever,2,4,-0.368
acres,49,69,-0.368
activ-,2,4,-0.368
agai-,2,4,-0.368
almonds,2,4,-0.368
americorps,2,4,-0.368
amtrack,2,4,-0.368
amuse,2,4,-0.368
ands,2,4,-0.368
antelope,2,4,-0.368
anybo-,2,4,-0.368
apnea,2,4,-0.368
armani,2,4,-0.368
attaches,2,4,-0.368
autographed,2,4,-0.368
b._m._w.s,2,4,-0.368
balding,2,4,-0.368
balled,2,4,-0.368
bankrupted,2,4,-0.368
barges,2,4,-0.368
baseline,2,4,-0.368
bee-,2,4,-0.368
bengal,2,4,-0.368
bettering,2,4,-0.368
bigots,2,4,-0.368
blackmail,2,4,-0.368
blindfolded,2,4,-0.368
bobsledding,2,4,-0.368
bombarding,2,4,-0.368
bono,2,4,-0.368
boos,2,4,-0.368
bowel,2,4,-0.368
brainstorm,2,4,-0.368
branded,2,4,-0.368
breadth,2,4,-0.368
bremerton,2,4,-0.368
broadcasters,2,4,-0.368
buckles,2,4,-0.368
budgeted,2,4,-0.368
bulldogs,2,4,-0.368
bursts,2,4,-0.368
buts,2,4,-0.368
c'mon,2,4,-0.368
carnivore,2,4,-0.368
chameleon,2,4,-0.368
chang-,2,4,-0.368
chromosome,2,4,-0.368
cleaver,2,4,-0.368
clementine,2,4,-0.368
clusters,2,4,-0.368
colas,2,4,-0.368
collusion,2,4,-0.368
columnist,2,4,-0.368
communion,2,4,-0.368
condemned,2,4,-0.368
condemning,2,4,-0.368
conspicuous,2,4,-0.368
constance,2,4,-0.368
contesting,2,4,-0.368
contributor,2,4,-0.368
cookouts,2,4,-0.368
coolness,2,4,-0.368
coupled,2,4,-0.368
cruised,2,4,-0.368
cults,2,4,-0.368
curbing,2,4,-0.368
cus-,2,4,-0.368
daffodils,2,4,-0.368
deena,2,4,-0.368
deficiencies,2,4,-0.368
delinquents,2,4,-0.368
delved,2,4,-0.368
demetri,2,4,-0.368
depressions,2,4,-0.368
detectable,2,4,-0.368
deteriorates,2,4,-0.368
deterioration,2,4,-0.368
detox,2,4,-0.368
devised,2,4,-0.368
diagram,2,4,-0.368
diligently,2,4,-0.368
disgustingly,2,4,-0.368
disorganized,2,4,-0.368
distressing,2,4,-0.368
doolittle,2,4,-0.368
dormant,2,4,-0.368
dribble,2,4,-0.368
drizzly,2,4,-0.368
drudge,2,4,-0.368
eau,2,4,-0.368
econo-,2,4,-0.368
edwardian,2,4,-0.368
electrocuted,2,4,-0.368
enunciate,2,4,-0.368
eons,2,4,-0.368
ephedra,2,4,-0.368
equates,2,4,-0.368
euthanize,2,4,-0.368
exerci-,2,4,-0.368
exerting,2,4,-0.368
factored,2,4,-0.368
fanny,2,4,-0.368
fas-,2,4,-0.368
fated,2,4,-0.368
fath-,2,4,-0.368
featured,2,4,-0.368
felines,2,4,-0.368
finalized,2,4,-0.368
financials,2,4,-0.368
fining,2,4,-0.368
fins,2,4,-0.368
firehouses,2,4,-0.368
fitted,2,4,-0.368
fleece,2,4,-0.368
folds,2,4,-0.368
folsom,2,4,-0.368
furthering,2,4,-0.368
futon,2,4,-0.368
gambled,2,4,-0.368
gatsby,2,4,-0.368
geor-,2,4,-0.368
ghastly,2,4,-0.368
gilmore,2,4,-0.368
glamorized,2,4,-0.368
goodyear,2,4,-0.368
granddaddy,2,4,-0.368
gratitude,2,4,-0.368
growed,2,4,-0.368
gumption,2,4,-0.368
halves,2,4,-0.368
handlers,2,4,-0.368
handwrite,2,4,-0.368
hanger,2,4,-0.368
hastings,2,4,-0.368
headstrong,2,4,-0.368
healer,2,4,-0.368
heed,2,4,-0.368
hibernating,2,4,-0.368
horoscope,2,4,-0.368
housebreak,2,4,-0.368
humorist,2,4,-0.368
huntingdon,2,4,-0.368
hydraulic,2,4,-0.368
i._s._p.,2,4,-0.368
idealism,2,4,-0.368
idealized,2,4,-0.368
impinging,2,4,-0.368
inaccurate,2,4,-0.368
indulgence,2,4,-0.368
inexpensively,2,4,-0.368
inflammation,2,4,-0.368
infuriates,2,4,-0.368
injected,2,4,-0.368
injecting,2,4,-0.368
introspective,2,4,-0.368
invalidate,2,4,-0.368
ion,2,4,-0.368
jolt,2,4,-0.368
josie,2,4,-0.368
juicing,2,4,-0.368
jumpstart,2,4,-0.368
kaiser,2,4,-0.368
keeler,2,4,-0.368
keychain,2,4,-0.368
khaki,2,4,-0.368
kickball,2,4,-0.368
kidnappings,2,4,-0.368
l._p._n.,2,4,-0.368
landlady,2,4,-0.368
landlocked,2,4,-0.368
lasso,2,4,-0.368
licks,2,4,-0.368
lilly,2,4,-0.368
lineage,2,4,-0.368
liverpool,2,4,-0.368
livingston,2,4,-0.368
luca,2,4,-0.368
macon,2,4,-0.368
makeshift,2,4,-0.368
mangy,2,4,-0.368
marsh,2,4,-0.368
materialized,2,4,-0.368
matriarch,2,4,-0.368
mats,2,4,-0.368
maturation,2,4,-0.368
mer-,2,4,-0.368
mitchell,2,4,-0.368
mocha,2,4,-0.368
monger,2,4,-0.368
monmouth,2,4,-0.368
mork,2,4,-0.368
moths,2,4,-0.368
mouthwash,2,4,-0.368
movie-,2,4,-0.368
mtv,2,4,-0.368
nairobi,2,4,-0.368
nannies,2,4,-0.368
neuropathy,2,4,-0.368
newt,2,4,-0.368
nipple,2,4,-0.368
o'donnell,2,4,-0.368
o'hara,2,4,-0.368
obituary,2,4,-0.368
obliterate,2,4,-0.368
olerud,2,4,-0.368
opi-,2,4,-0.368
oreo,2,4,-0.368
oust,2,4,-0.368
overhaul,2,4,-0.368
overpopulated,2,4,-0.368
pampering,2,4,-0.368
paralegals,2,4,-0.368
paraphernalia,2,4,-0.368
pas-,2,4,-0.368
pass-,2,4,-0.368
passionately,2,4,-0.368
pasting,2,4,-0.368
payne,2,4,-0.368
pearson,2,4,-0.368
pedicure,2,4,-0.368
peopl-,2,4,-0.368
pervert,2,4,-0.368
pinned,2,4,-0.368
plentiful,2,4,-0.368
po,2,4,-0.368
poaching,2,4,-0.368
pocono,2,4,-0.368
polygraph,2,4,-0.368
prima,2,4,-0.368
priv-,2,4,-0.368
protester,2,4,-0.368
provocation,2,4,-0.368
puget,2,4,-0.368
purp-,2,4,-0.368
quietness,2,4,-0.368
r._p._g.,2,4,-0.368
raven,2,4,-0.368
rayed,2,4,-0.368
reared,2,4,-0.368
reddish,2,4,-0.368
redefine,2,4,-0.368
redskin,2,4,-0.368
redwoods,2,4,-0.368
relearn,2,4,-0.368
reneged,2,4,-0.368
renovate,2,4,-0.368
replayed,2,4,-0.368
reprehensible,2,4,-0.368
requesting,2,4,-0.368
reregister,2,4,-0.368
resonance,2,4,-0.368
resurface,2,4,-0.368
revisited,2,4,-0.368
robe,2,4,-0.368
romantic,49,69,-0.368
rooftop,2,4,-0.368
salle,2,4,-0.368
samara,2,4,-0.368
sandia,2,4,-0.368
seamstress,2,4,-0.368
sedate,2,4,-0.368
seep,2,4,-0.368
semblance,2,4,-0.368
serene,2,4,-0.368
shania,2,4,-0.368
sidekick,2,4,-0.368
sightsee,2,4,-0.368
skirmishes,2,4,-0.368
skokie,2,4,-0.368
sleeved,2,4,-0.368
sleigh,2,4,-0.368
slowdown,2,4,-0.368
snout,2,4,-0.368
snowmen,2,4,-0.368
sobriety,2,4,-0.368
soften,2,4,-0.368
sol,2,4,-0.368
songwriter,2,4,-0.368
spousal,2,4,-0.368
squeamish,2,4,-0.368
state-,2,4,-0.368
statutes,2,4,-0.368
storefront,2,4,-0.368
straining,2,4,-0.368
sunburned,2,4,-0.368
superiors,2,4,-0.368
tabbies,2,4,-0.368
tactful,2,4,-0.368
take-,2,4,-0.368
tartar,2,4,-0.368
tempers,2,4,-0.368
temps,2,4,-0.368
terrifies,2,4,-0.368
tester,2,4,-0.368
them-,2,4,-0.368
theological,2,4,-0.368
thi,2,4,-0.368
thirtyish,2,4,-0.368
ticketed,2,4,-0.368
tightens,2,4,-0.368
timberlake,2,4,-0.368
time-,2,4,-0.368
titty,2,4,-0.368
tod-,2,4,-0.368
torment,2,4,-0.368
torturous,2,4,-0.368
touting,2,4,-0.368
trample,2,4,-0.368
trampling,2,4,-0.368
transitioned,2,4,-0.368
traumas,2,4,-0.368
trembling,2,4,-0.368
trickled,2,4,-0.368
trickling,2,4,-0.368
trooper,2,4,-0.368
truancy,2,4,-0.368
trustful,2,4,-0.368
tuitions,2,4,-0.368
u._s._f.,2,4,-0.368
underfoot,2,4,-0.368
uninterrupted,2,4,-0.368
ups-,2,4,-0.368
usher,2,4,-0.368
vagabond,2,4,-0.368
valleys,2,4,-0.368
vee,2,4,-0.368
veering,2,4,-0.368
vegetate,2,4,-0.368
vet-,2,4,-0.368
vinnie,2,4,-0.368
visuals,2,4,-0.368
vladimir,2,4,-0.368
vul-,2,4,-0.368
w._t._o.,2,4,-0.368
weighted,2,4,-0.368
weimaraner,2,4,-0.368
were-,2,4,-0.368
westward,2,4,-0.368
whene-,2,4,-0.368
whisper,2,4,-0.368
wond-,2,4,-0.368
woo-hoo,2,4,-0.368
wop,2,4,-0.368
wowie,2,4,-0.368
xs,2,4,-0.368
you?,2,4,-0.368
zipped,2,4,-0.368
article,167,225,-0.367
customs,29,42,-0.367
shower,76,105,-0.367
closet,55,77,-0.366
shown,73,101,-0.366
alienating,6,10,-0.365
antibodies,6,10,-0.365
begged,6,10,-0.365
belongings,6,10,-0.365
breeders,6,10,-0.365
brooks,6,10,-0.365
calmly,6,10,-0.365
cane,6,10,-0.365
capitals,6,10,-0.365
cellar,6,10,-0.365
cloth,6,10,-0.365
commissioner,6,10,-0.365
coon,6,10,-0.365
degrade,6,10,-0.365
eggplant,6,10,-0.365
exchanging,6,10,-0.365
goodwill,6,10,-0.365
hardwood,6,10,-0.365
harrison,6,10,-0.365
huts,6,10,-0.365
implants,6,10,-0.365
insisting,6,10,-0.365
jade,6,10,-0.365
mackerel,6,10,-0.365
miscellaneous,6,10,-0.365
packaged,6,10,-0.365
parsley,6,10,-0.365
passages,6,10,-0.365
perpetuate,6,10,-0.365
pigeons,6,10,-0.365
portugal,6,10,-0.365
renew,6,10,-0.365
resilient,6,10,-0.365
revealed,6,10,-0.365
shredded,6,10,-0.365
slid,6,10,-0.365
sometime-,6,10,-0.365
strained,6,10,-0.365
swords,6,10,-0.365
usu-,6,10,-0.365
vampire,6,10,-0.365
womens,6,10,-0.365
boring,444,586,-0.364
only,8369,10774,-0.362
depended,21,31,-0.361
specify,21,31,-0.361
static,21,31,-0.361
temper,21,31,-0.361
moderation,35,50,-0.358
abundance,4,7,-0.356
accommodating,4,7,-0.356
adolf,4,7,-0.356
alamo,4,7,-0.356
aro-,4,7,-0.356
automotive,4,7,-0.356
awarded,4,7,-0.356
brushes,4,7,-0.356
bullied,4,7,-0.356
calculating,4,7,-0.356
carving,4,7,-0.356
circuits,4,7,-0.356
coastline,4,7,-0.356
conflicted,4,7,-0.356
crowding,4,7,-0.356
darla,4,7,-0.356
deceptive,4,7,-0.356
delhi,4,7,-0.356
discourse,4,7,-0.356
discreet,4,7,-0.356
docks,4,7,-0.356
doctoral,4,7,-0.356
drool,4,7,-0.356
evansville,4,7,-0.356
everett,4,7,-0.356
exemption,4,7,-0.356
exorcist,4,7,-0.356
falafel,4,7,-0.356
firecrackers,4,7,-0.356
forwarding,4,7,-0.356
franchising,4,7,-0.356
frazier,4,7,-0.356
galore,4,7,-0.356
glide,4,7,-0.356
graceland,4,7,-0.356
hackett,4,7,-0.356
heals,4,7,-0.356
hindus,4,7,-0.356
howl,4,7,-0.356
indies,4,7,-0.356
initiating,4,7,-0.356
injuring,4,7,-0.356
instigate,4,7,-0.356
internment,4,7,-0.356
janitors,4,7,-0.356
jerky,4,7,-0.356
jesuit,4,7,-0.356
k._k._k.,4,7,-0.356
klux,4,7,-0.356
koi,4,7,-0.356
latina,4,7,-0.356
layout,4,7,-0.356
masked,4,7,-0.356
microwaves,4,7,-0.356
monogamy,4,7,-0.356
motels,4,7,-0.356
nuances,4,7,-0.356
olives,4,7,-0.356
outnumbered,4,7,-0.356
oval,4,7,-0.356
overwhelmingly,4,7,-0.356
pamphlet,4,7,-0.356
pasture,4,7,-0.356
pisces,4,7,-0.356
pitted,4,7,-0.356
plateau,4,7,-0.356
possessive,4,7,-0.356
postponed,4,7,-0.356
prix,4,7,-0.356
pulse,4,7,-0.356
racecar,4,7,-0.356
rambunctious,4,7,-0.356
refusing,4,7,-0.356
repetitions,4,7,-0.356
roped,4,7,-0.356
saliva,4,7,-0.356
sentiments,4,7,-0.356
skimmed,4,7,-0.356
standings,4,7,-0.356
stashed,4,7,-0.356
sung,4,7,-0.356
suny,4,7,-0.356
sustainable,4,7,-0.356
tekken,4,7,-0.356
tinker,4,7,-0.356
tolerable,4,7,-0.356
unbalanced,4,7,-0.356
undesirable,4,7,-0.356
vegetation,4,7,-0.356
verse,4,7,-0.356
veterinarians,4,7,-0.356
volumes,4,7,-0.356
voyeurs,4,7,-0.356
w._w._e.,4,7,-0.356
wastes,4,7,-0.356
weirdos,4,7,-0.356
westminster,4,7,-0.356
winchester,4,7,-0.356
woof,4,7,-0.356
zoning,4,7,-0.356
bear,86,118,-0.355
frog,38,54,-0.355
goofy,38,54,-0.355
staff,83,114,-0.354
leery,24,35,-0.353
bally,16,24,-0.352
bumper,16,24,-0.352
confirmed,16,24,-0.352
enthusiastic,16,24,-0.352
instruction,16,24,-0.352
orientated,16,24,-0.352
uptight,16,24,-0.352
sophisticated,44,62,-0.351
brush,47,66,-0.350
caucasian,47,66,-0.350
mask,71,98,-0.350
protest,71,98,-0.350
could,13801,17734,-0.349
chan-,11,17,-0.348
compromising,11,17,-0.348
criticizing,11,17,-0.348
domino,11,17,-0.348
drawl,11,17,-0.348
exhibit,11,17,-0.348
flavored,11,17,-0.348
focuses,11,17,-0.348
gravitate,11,17,-0.348
newman,11,17,-0.348
nile,11,17,-0.348
scales,11,17,-0.348
scored,11,17,-0.348
stressing,11,17,-0.348
uneasy,11,17,-0.348
voyeuristic,11,17,-0.348
wrecks,11,17,-0.348
noticing,27,39,-0.346
outfit,27,39,-0.346
spinach,27,39,-0.346
concern,218,291,-0.345
grill,90,123,-0.343
bananas,19,28,-0.340
confide,19,28,-0.340
discouraging,19,28,-0.340
earn,186,249,-0.340
educators,19,28,-0.340
happening,935,1220,-0.340
hopes,19,28,-0.340
interior,19,28,-0.340
mustard,19,28,-0.340
returning,19,28,-0.340
walker,19,28,-0.340
weather,1891,2452,-0.339
flexibility,33,47,-0.338
practice,196,262,-0.338
rebuild,81,111,-0.338
ma'am,103,140,-0.337
midnight,75,103,-0.336
links,36,51,-0.335
olympic,36,51,-0.335
tore,36,51,-0.335
tradition,69,95,-0.334
associate,66,91,-0.333
contacts,39,55,-0.333
creepy,39,55,-0.333
intellectual,39,55,-0.333
simpson,97,132,-0.333
surprises,39,55,-0.333
affluent,22,32,-0.331
forbidden,22,32,-0.331
investigation,22,32,-0.331
marks,22,32,-0.331
swimmer,22,32,-0.331
st,145,195,-0.330
summer,1567,2034,-0.330
terrier,48,67,-0.330
winter,1079,1405,-0.330
blatant,14,21,-0.329
dialects,14,21,-0.329
fishy,14,21,-0.329
hail,14,21,-0.329
losers,14,21,-0.329
luxuries,14,21,-0.329
travelled,91,124,-0.329
pretend,88,120,-0.328
-at,9,14,-0.326
adapted,9,14,-0.326
announcer,9,14,-0.326
auburn,9,14,-0.326
coz,9,14,-0.326
debts,9,14,-0.326
doc-,9,14,-0.326
dreadful,9,14,-0.326
dripping,9,14,-0.326
envelopes,9,14,-0.326
favorable,9,14,-0.326
inspiring,9,14,-0.326
itching,9,14,-0.326
menus,9,14,-0.326
meowing,9,14,-0.326
motivating,9,14,-0.326
mourning,9,14,-0.326
oy,9,14,-0.326
panhandle,9,14,-0.326
passports,9,14,-0.326
pathology,9,14,-0.326
pitched,9,14,-0.326
prophecy,9,14,-0.326
ranger,9,14,-0.326
refugees,9,14,-0.326
resell,9,14,-0.326
resign,9,14,-0.326
rodents,9,14,-0.326
schoolteacher,9,14,-0.326
separates,9,14,-0.326
smelly,9,14,-0.326
tuxedo,9,14,-0.326
chow,25,36,-0.325
costume,25,36,-0.325
craving,25,36,-0.325
whistle,25,36,-0.325
join,165,221,-0.324
plate,76,104,-0.321
symptoms,73,100,-0.320
approved,31,44,-0.317
chairs,31,44,-0.317
prescription,67,92,-0.317
syria,143,192,-0.317
agriculture,17,25,-0.316
comforting,17,25,-0.316
dialed,17,25,-0.316
longer,653,854,-0.316
optional,17,25,-0.316
pomeranian,17,25,-0.316
wal-mart,17,25,-0.316
inexpensive,34,48,-0.315
designer,37,52,-0.313
offend,105,142,-0.312
personnel,40,56,-0.312
tragic,43,60,-0.312
zinc,43,60,-0.312
casual,46,64,-0.311
fall,709,926,-0.310
relax,160,214,-0.309
wilmington,20,29,-0.308
hung,216,287,-0.307
jury,170,227,-0.307
aft-,12,18,-0.304
beaver,12,18,-0.304
c._s._i.,12,18,-0.304
charcoal,12,18,-0.304
cranky,12,18,-0.304
license,112,151,-0.304
meditation,12,18,-0.304
offhand,12,18,-0.304
owed,12,18,-0.304
pacino,12,18,-0.304
polluted,12,18,-0.304
revolves,12,18,-0.304
trista,12,18,-0.304
vitamins,141,189,-0.304
arenas,7,11,-0.303
athens,7,11,-0.303
attentive,7,11,-0.303
avocado,7,11,-0.303
bicker,7,11,-0.303
bla,7,11,-0.303
bladder,7,11,-0.303
charlottesville,7,11,-0.303
clarinet,7,11,-0.303
conclusions,7,11,-0.303
creationism,7,11,-0.303
describes,7,11,-0.303
disastrous,7,11,-0.303
discovered,71,97,-0.303
disputes,7,11,-0.303
disturb,7,11,-0.303
dresser,7,11,-0.303
feminine,7,11,-0.303
fordham,7,11,-0.303
frames,7,11,-0.303
fri-,7,11,-0.303
gran-,7,11,-0.303
idiotic,7,11,-0.303
killings,7,11,-0.303
kite,7,11,-0.303
knuckle,7,11,-0.303
marries,7,11,-0.303
plugging,7,11,-0.303
poorest,7,11,-0.303
prague,7,11,-0.303
premiums,7,11,-0.303
reconcile,7,11,-0.303
refined,7,11,-0.303
remembrance,7,11,-0.303
shattered,7,11,-0.303
sister-in-law,7,11,-0.303
spaniels,7,11,-0.303
stale,7,11,-0.303
telemarketers,7,11,-0.303
unwanted,7,11,-0.303
watch-,7,11,-0.303
breeds,23,33,-0.302
compensate,23,33,-0.302
mailing,23,33,-0.302
newsweek,23,33,-0.302
taken,969,1261,-0.302
exposure,68,93,-0.301
fifth,250,331,-0.300
file,65,89,-0.300
overcast,26,37,-0.298
convention,29,41,-0.295
enhance,29,41,-0.295
expectations,56,77,-0.295
summertime,116,156,-0.295
divorces,53,73,-0.294
jobs,1492,1934,-0.294
sells,53,73,-0.294
extremes,32,45,-0.293
stink,50,69,-0.293
frequent,35,49,-0.292
geography,47,65,-0.292
saturdays,35,49,-0.292
ambitious,15,22,-0.291
cocker,41,57,-0.291
junk,139,186,-0.291
l._a._x.,15,22,-0.291
lauderdale,41,57,-0.291
pepper,38,53,-0.291
petting,15,22,-0.291
scope,15,22,-0.291
survived,38,53,-0.291
wiser,15,22,-0.291
cutting,228,302,-0.290
ill,182,242,-0.287
louisiana,169,225,-0.285
o.,346,455,-0.285
pleasant,88,119,-0.285
criticize,18,26,-0.283
diner,18,26,-0.283
furious,18,26,-0.283
hear-,18,26,-0.283
honors,18,26,-0.283
lizards,18,26,-0.283
questioned,18,26,-0.283
snowy,18,26,-0.283
tallahassee,18,26,-0.283
williamsburg,18,26,-0.283
signing,63,86,-0.282
towers,176,234,-0.281
muscles,82,111,-0.280
sacrifice,60,82,-0.280
barbaric,5,8,-0.279
bashed,5,8,-0.279
benches,5,8,-0.279
binge,5,8,-0.279
blackie,5,8,-0.279
bluff,5,8,-0.279
bumping,5,8,-0.279
bungee,5,8,-0.279
char-,5,8,-0.279
cheerful,5,8,-0.279
consensual,5,8,-0.279
corporal,5,8,-0.279
cozumel,5,8,-0.279
cubans,5,8,-0.279
damon,5,8,-0.279
deadlines,5,8,-0.279
derived,5,8,-0.279
detectives,5,8,-0.279
differs,5,8,-0.279
digits,5,8,-0.279
doorstep,5,8,-0.279
doylestown,5,8,-0.279
eyeballs,5,8,-0.279
farting,5,8,-0.279
firework,5,8,-0.279
frien-,5,8,-0.279
gardeners,5,8,-0.279
glimpses,5,8,-0.279
gre-,5,8,-0.279
grin,5,8,-0.279
han-,5,8,-0.279
hardworking,5,8,-0.279
headsets,5,8,-0.279
hoagie,5,8,-0.279
humors,5,8,-0.279
icon,5,8,-0.279
idolize,5,8,-0.279
infatuation,5,8,-0.279
inhaled,5,8,-0.279
insanely,5,8,-0.279
manitoba,5,8,-0.279
meeting,246,325,-0.279
mixer,5,8,-0.279
nearer,5,8,-0.279
offenders,5,8,-0.279
outings,5,8,-0.279
packard,5,8,-0.279
pancake,5,8,-0.279
parkinson,5,8,-0.279
pessimist,5,8,-0.279
pleading,5,8,-0.279
plop,5,8,-0.279
puppets,5,8,-0.279
relieves,5,8,-0.279
roaring,5,8,-0.279
saskatchewan,5,8,-0.279
setter,5,8,-0.279
shambles,5,8,-0.279
shuffle,5,8,-0.279
shun,5,8,-0.279
skittish,5,8,-0.279
somebo-,5,8,-0.279
sporadically,5,8,-0.279
sprained,5,8,-0.279
starches,5,8,-0.279
supplementing,5,8,-0.279
swelled,5,8,-0.279
tread,5,8,-0.279
trophies,5,8,-0.279
umpires,5,8,-0.279
vanity,5,8,-0.279
vans,5,8,-0.279
verified,5,8,-0.279
wakeup,5,8,-0.279
afghan,10,15,-0.278
aides,10,15,-0.278
cardboard,10,15,-0.278
catastrophic,10,15,-0.278
chart,10,15,-0.278
commands,10,15,-0.278
crispy,10,15,-0.278
embedded,10,15,-0.278
enlisted,10,15,-0.278
h,10,15,-0.278
harmed,10,15,-0.278
hawks,10,15,-0.278
indifferent,10,15,-0.278
jehovah,10,15,-0.278
macy,10,15,-0.278
mileage,10,15,-0.278
murdering,10,15,-0.278
nutrients,10,15,-0.278
obtained,10,15,-0.278
offence,57,78,-0.278
quantities,10,15,-0.278
robbery,10,15,-0.278
robbins,10,15,-0.278
sarasota,10,15,-0.278
sniffing,10,15,-0.278
spine,10,15,-0.278
spitting,10,15,-0.278
harmful,95,128,-0.277
offered,160,213,-0.277
preview,21,30,-0.277
reacting,21,30,-0.277
aren't,1519,1967,-0.276
practices,54,74,-0.276
temporary,54,74,-0.276
packages,51,70,-0.275
smoked,361,474,-0.275
elaborate,24,34,-0.274
elvis,24,34,-0.274
error,24,34,-0.274
fireman,24,34,-0.274
heartbeat,24,34,-0.274
interest-,24,34,-0.274
outdoorsy,24,34,-0.274
assignments,48,66,-0.273
instinct,45,62,-0.272
perjure,45,62,-0.272
dug,27,38,-0.271
interfere,27,38,-0.271
promotions,27,38,-0.271
t,42,58,-0.271
underpaid,27,38,-0.271
bioterrorist,33,46,-0.270
civilian,30,42,-0.270
designated,39,54,-0.270
germ,30,42,-0.270
lightning,30,42,-0.270
nearby,70,95,-0.270
sociology,33,46,-0.270
vaccine,39,54,-0.270
diseases,64,87,-0.266
fake,148,197,-0.266
picks,83,112,-0.266
busting,13,19,-0.264
compassionate,13,19,-0.264
dinosaurs,13,19,-0.264
flush,13,19,-0.264
groomed,13,19,-0.264
pulling,135,180,-0.264
rapid,13,19,-0.264
schoolwork,13,19,-0.264
themselves,1254,1625,-0.264
zoom,13,19,-0.264
fort,188,249,-0.263
remembered,58,79,-0.261
'here,1,2,-0.260
'hi,1,2,-0.260
'i'm,1,2,-0.260
-ation,1,2,-0.260
-gusting,1,2,-0.260
-ike,1,2,-0.260
-lutely,1,2,-0.260
-m-,1,2,-0.260
-member,1,2,-0.260
-pletely,1,2,-0.260
-sarily,1,2,-0.260
a._k._a.,1,2,-0.260
abalone,1,2,-0.260
aberration,1,2,-0.260
abyssinian,1,2,-0.260
accesses,1,2,-0.260
accordion,1,2,-0.260
achievers,1,2,-0.260
acquaint,1,2,-0.260
acrobatics,1,2,-0.260
adirondack,1,2,-0.260
admirals,1,2,-0.260
ae,1,2,-0.260
affections,1,2,-0.260
affor-,1,2,-0.260
affront,1,2,-0.260
afghanist-,1,2,-0.260
aggressors,1,2,-0.260
agonize,1,2,-0.260
agonizing,1,2,-0.260
agriculturally,1,2,-0.260
aimlessly,1,2,-0.260
airfreight,1,2,-0.260
alden,1,2,-0.260
alle-,1,2,-0.260
allegiances,1,2,-0.260
allie,1,2,-0.260
allocation,1,2,-0.260
alluring,1,2,-0.260
aloha,1,2,-0.260
alphabetically,1,2,-0.260
alrea-,1,2,-0.260
altercation,1,2,-0.260
alveda,1,2,-0.260
amazement,1,2,-0.260
amphibians,1,2,-0.260
amphitheater,1,2,-0.260
anal-,1,2,-0.260
and-,1,2,-0.260
angsty,1,2,-0.260
anima-,1,2,-0.260
animalistic,1,2,-0.260
answer-,1,2,-0.260
antibody,1,2,-0.260
antonia,1,2,-0.260
appetites,1,2,-0.260
appraisals,1,2,-0.260
apropos,1,2,-0.260
arcadian,1,2,-0.260
ari-,1,2,-0.260
arid,1,2,-0.260
arkansan,1,2,-0.260
arouse,1,2,-0.260
arrival,1,2,-0.260
arson,1,2,-0.260
arth-,1,2,-0.260
artistry,1,2,-0.260
assimilation,1,2,-0.260
assis-,1,2,-0.260
atropine,1,2,-0.260
attire,1,2,-0.260
attrac-,1,2,-0.260
aug-,1,2,-0.260
aust-,1,2,-0.260
authenticity,1,2,-0.260
authorize,1,2,-0.260
autumns,1,2,-0.260
avail-,1,2,-0.260
aziz,1,2,-0.260
bab-,1,2,-0.260
baby-sitter,1,2,-0.260
babyish,1,2,-0.260
backbiting,1,2,-0.260
bacterium,1,2,-0.260
balked,1,2,-0.260
ballooned,1,2,-0.260
banger,1,2,-0.260
bankruptcies,1,2,-0.260
bantering,1,2,-0.260
barbra,1,2,-0.260
bard,1,2,-0.260
bargained,1,2,-0.260
barra,1,2,-0.260
barron,1,2,-0.260
bas,1,2,-0.260
bearnaise,1,2,-0.260
beau,1,2,-0.260
beautif-,1,2,-0.260
bebop,1,2,-0.260
becom-,1,2,-0.260
beetles,1,2,-0.260
begi-,1,2,-0.260
begrudgingly,1,2,-0.260
benzoate,1,2,-0.260
bestsellers,1,2,-0.260
bibliographer,1,2,-0.260
bicoastal,1,2,-0.260
bicyclers,1,2,-0.260
bilk,1,2,-0.260
binges,1,2,-0.260
biographical,1,2,-0.260
blanketed,1,2,-0.260
blazingly,1,2,-0.260
bleached,1,2,-0.260
bog,1,2,-0.260
bomb-,1,2,-0.260
bondage,1,2,-0.260
booker,1,2,-0.260
bowing,1,2,-0.260
boyf-,1,2,-0.260
braids,1,2,-0.260
brampton,1,2,-0.260
breathtaking,1,2,-0.260
breeded,1,2,-0.260
bridgeport,1,2,-0.260
briefed,1,2,-0.260
brigade,1,2,-0.260
brighten,1,2,-0.260
brim,1,2,-0.260
brimmerton,1,2,-0.260
bristle,1,2,-0.260
bronze,1,2,-0.260
bt,1,2,-0.260
bubonic,1,2,-0.260
bucco,1,2,-0.260
buckwheat,1,2,-0.260
budg-,1,2,-0.260
bun-,1,2,-0.260
burberry,1,2,-0.260
burlesque,1,2,-0.260
bushel,1,2,-0.260
buy-,1,2,-0.260
by-,1,2,-0.260
c._c._d.,1,2,-0.260
c._g.,1,2,-0.260
c._i._g._n._a.,1,2,-0.260
c._p._a.s,1,2,-0.260
caboose,1,2,-0.260
cactuses,1,2,-0.260
cag-,1,2,-0.260
calbury,1,2,-0.260
